================================================================================
TRAJECTORY LOG -- iter_220 champion rule
Seed: L_TROMINO_3bit at [[63, 63], [64, 63], [64, 64]]
Grid: 128x128, Steps: 500
Rule entries: 12

Rule dictionary:
    2 (0b0000010) -> 66
   16 (0b0010000) -> 80
   38 (0b0100110) -> 102
   39 (0b0100111) -> 103
   52 (0b0110100) -> 116
   60 (0b0111100) -> 124
   66 (0b1000010) -> 2
   70 (0b1000110) -> 6
   71 (0b1000111) -> 7
   80 (0b1010000) -> 16
  112 (0b1110000) -> 48
  120 (0b1111000) -> 56

================================================================================
STEP | CoM_row           | CoM_col           | Active | d_row  | d_col  | Speed
 286 |           58.515152 |           68.484848 |       33 | -0.190731 | +0.190731 | 0.269734
 287 |           58.500000 |           68.500000 |       66 | -0.015152 | +0.015152 | 0.021427
 288 |           58.333333 |           68.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 289 |           57.200000 |           69.800000 |       15 | -1.133333 | +1.133333 | 1.602775
 290 |           57.133333 |           69.866667 |       15 | -0.066667 | +0.066667 | 0.094281
 291 |           56.791667 |           70.208333 |       24 | -0.341667 | +0.341667 | 0.483190
 292 |           57.000000 |           70.000000 |       15 | +0.208333 | -0.208333 | 0.294628
 293 |           56.500000 |           70.500000 |       42 | -0.500000 | +0.500000 | 0.707107
 294 |           56.583333 |           70.416667 |       24 | +0.083333 | -0.083333 | 0.117851
 295 |           56.352941 |           70.647059 |       51 | -0.230392 | +0.230392 | 0.325824
 296 |           56.733333 |           70.266667 |       15 | +0.380392 | -0.380392 | 0.537956
 297 |           56.214286 |           70.785714 |       42 | -0.519048 | +0.519048 | 0.734044
 298 |           56.190476 |           70.809524 |       42 | -0.023810 | +0.023810 | 0.033672
 299 |           56.057971 |           70.942029 |       69 | -0.132505 | +0.132505 | 0.187391
 300 |           56.166667 |           70.833333 |       24 | +0.108696 | -0.108696 | 0.153719 ***
 301 |           55.826087 |           71.173913 |       69 | -0.340580 | +0.340580 | 0.481652
 302 |           55.941176 |           71.058824 |       51 | +0.115090 | -0.115090 | 0.162761
 303 |           55.781250 |           71.218750 |       96 | -0.159926 | +0.159926 | 0.226170
 304 |           54.777778 |           72.222222 |        9 | -1.003472 | +1.003472 | 1.419124
 305 |           53.625000 |           73.375000 |       24 | -1.152778 | +1.152778 | 1.630274
 306 |           53.583333 |           73.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 307 |           53.282051 |           73.717949 |       39 | -0.301282 | +0.301282 | 0.426077
 308 |           53.500000 |           73.500000 |       24 | +0.217949 | -0.217949 | 0.308226
 309 |           53.043478 |           73.956522 |       69 | -0.456522 | +0.456522 | 0.645619
 310 |           53.153846 |           73.846154 |       39 | +0.110368 | -0.110368 | 0.156084
 311 |           52.940476 |           74.059524 |       84 | -0.213370 | +0.213370 | 0.301751
 312 |           54.333333 |           72.666667 |       18 | +1.392857 | -1.392857 | 1.969797
 313 |           53.764706 |           73.235294 |       51 | -0.568627 | +0.568627 | 0.804161
 314 |           53.745098 |           73.254902 |       51 | -0.019608 | +0.019608 | 0.027730
 315 |           53.607143 |           73.392857 |       84 | -0.137955 | +0.137955 | 0.195098
 316 |           53.363636 |           73.636364 |       33 | -0.243506 | +0.243506 | 0.344370
 317 |           53.031250 |           73.968750 |       96 | -0.332386 | +0.332386 | 0.470065
 318 |           53.333333 |           73.666667 |       66 | +0.302083 | -0.302083 | 0.427210
 319 |           53.085271 |           73.914729 |      129 | -0.248062 | +0.248062 | 0.350813
 320 |           63.666667 |           63.333333 |        3 | +10.581395 | -10.581395 | 14.964353
 321 |           63.500000 |           63.500000 |        6 | -0.166667 | +0.166667 | 0.235702
 322 |           63.333333 |           63.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 323 |           63.111111 |           63.888889 |        9 | -0.222222 | +0.222222 | 0.314270
 324 |           63.000000 |           64.000000 |        6 | -0.111111 | +0.111111 | 0.157135
 325 |           62.800000 |           64.200000 |       15 | -0.200000 | +0.200000 | 0.282843
 326 |           62.555556 |           64.444444 |        9 | -0.244444 | +0.244444 | 0.345697
 327 |           62.500000 |           64.500000 |       18 | -0.055556 | +0.055556 | 0.078567
 328 |           62.333333 |           64.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 329 |           62.000000 |           65.000000 |       15 | -0.333333 | +0.333333 | 0.471405
 330 |           61.933333 |           65.066667 |       15 | -0.066667 | +0.066667 | 0.094281
 331 |           61.791667 |           65.208333 |       24 | -0.141667 | +0.141667 | 0.200347
 332 |           61.444444 |           65.555556 |        9 | -0.347222 | +0.347222 | 0.491046
 333 |           61.125000 |           65.875000 |       24 | -0.319444 | +0.319444 | 0.451763
 334 |           61.333333 |           65.666667 |       18 | +0.208333 | -0.208333 | 0.294628
 335 |           61.090909 |           65.909091 |       33 | -0.242424 | +0.242424 | 0.342840
 336 |           61.000000 |           66.000000 |        6 | -0.090909 | +0.090909 | 0.128565
 337 |           60.400000 |           66.600000 |       15 | -0.600000 | +0.600000 | 0.848528
 338 |           60.333333 |           66.666667 |       15 | -0.066667 | +0.066667 | 0.094281
 339 |           60.125000 |           66.875000 |       24 | -0.208333 | +0.208333 | 0.294628
 340 |           60.200000 |           66.800000 |       15 | +0.075000 | -0.075000 | 0.106066
 341 |           59.928571 |           67.071429 |       42 | -0.271429 | +0.271429 | 0.383858
 342 |           59.916667 |           67.083333 |       24 | -0.011905 | +0.011905 | 0.016836
 343 |           59.803922 |           67.196078 |       51 | -0.112745 | +0.112745 | 0.159446
 344 |           59.222222 |           67.777778 |        9 | -0.581699 | +0.581699 | 0.822647
 345 |           58.625000 |           68.375000 |       24 | -0.597222 | +0.597222 | 0.844600
 346 |           58.583333 |           68.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 347 |           58.410256 |           68.589744 |       39 | -0.173077 | +0.173077 | 0.244768
 348 |           59.000000 |           68.000000 |       18 | +0.589744 | -0.589744 | 0.834023
 349 |           58.705882 |           68.294118 |       51 | -0.294118 | +0.294118 | 0.415945
 350 |           58.515152 |           68.484848 |       33 | -0.190731 | +0.190731 | 0.269734
 351 |           58.500000 |           68.500000 |       66 | -0.015152 | +0.015152 | 0.021427
 352 |           58.333333 |           68.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 353 |           57.200000 |           69.800000 |       15 | -1.133333 | +1.133333 | 1.602775
 354 |           57.133333 |           69.866667 |       15 | -0.066667 | +0.066667 | 0.094281
 355 |           56.791667 |           70.208333 |       24 | -0.341667 | +0.341667 | 0.483190
 356 |           57.000000 |           70.000000 |       15 | +0.208333 | -0.208333 | 0.294628
 357 |           56.500000 |           70.500000 |       42 | -0.500000 | +0.500000 | 0.707107
 358 |           56.583333 |           70.416667 |       24 | +0.083333 | -0.083333 | 0.117851
 359 |           56.352941 |           70.647059 |       51 | -0.230392 | +0.230392 | 0.325824
 360 |           56.733333 |           70.266667 |       15 | +0.380392 | -0.380392 | 0.537956
 361 |           56.214286 |           70.785714 |       42 | -0.519048 | +0.519048 | 0.734044
 362 |           56.190476 |           70.809524 |       42 | -0.023810 | +0.023810 | 0.033672
 363 |           56.057971 |           70.942029 |       69 | -0.132505 | +0.132505 | 0.187391
 364 |           56.166667 |           70.833333 |       24 | +0.108696 | -0.108696 | 0.153719
 365 |           55.826087 |           71.173913 |       69 | -0.340580 | +0.340580 | 0.481652
 366 |           55.941176 |           71.058824 |       51 | +0.115090 | -0.115090 | 0.162761
 367 |           55.781250 |           71.218750 |       96 | -0.159926 | +0.159926 | 0.226170
 368 |           54.777778 |           72.222222 |        9 | -1.003472 | +1.003472 | 1.419124
 369 |           53.625000 |           73.375000 |       24 | -1.152778 | +1.152778 | 1.630274
 370 |           53.583333 |           73.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 371 |           53.282051 |           73.717949 |       39 | -0.301282 | +0.301282 | 0.426077
 372 |           53.500000 |           73.500000 |       24 | +0.217949 | -0.217949 | 0.308226
 373 |           53.043478 |           73.956522 |       69 | -0.456522 | +0.456522 | 0.645619
 374 |           53.153846 |           73.846154 |       39 | +0.110368 | -0.110368 | 0.156084
 375 |           52.940476 |           74.059524 |       84 | -0.213370 | +0.213370 | 0.301751
 376 |           54.333333 |           72.666667 |       18 | +1.392857 | -1.392857 | 1.969797
 377 |           53.764706 |           73.235294 |       51 | -0.568627 | +0.568627 | 0.804161
 378 |           53.745098 |           73.254902 |       51 | -0.019608 | +0.019608 | 0.027730
 379 |           53.607143 |           73.392857 |       84 | -0.137955 | +0.137955 | 0.195098
 380 |           53.363636 |           73.636364 |       33 | -0.243506 | +0.243506 | 0.344370
 381 |           53.031250 |           73.968750 |       96 | -0.332386 | +0.332386 | 0.470065
 382 |           53.333333 |           73.666667 |       66 | +0.302083 | -0.302083 | 0.427210
 383 |           53.085271 |           73.914729 |      129 | -0.248062 | +0.248062 | 0.350813
 384 |           63.666667 |           63.333333 |        3 | +10.581395 | -10.581395 | 14.964353
 385 |           63.500000 |           63.500000 |        6 | -0.166667 | +0.166667 | 0.235702
 386 |           63.333333 |           63.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 387 |           63.111111 |           63.888889 |        9 | -0.222222 | +0.222222 | 0.314270
 388 |           63.000000 |           64.000000 |        6 | -0.111111 | +0.111111 | 0.157135
 389 |           62.800000 |           64.200000 |       15 | -0.200000 | +0.200000 | 0.282843
 390 |           62.555556 |           64.444444 |        9 | -0.244444 | +0.244444 | 0.345697
 391 |           62.500000 |           64.500000 |       18 | -0.055556 | +0.055556 | 0.078567
 392 |           62.333333 |           64.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 393 |           62.000000 |           65.000000 |       15 | -0.333333 | +0.333333 | 0.471405
 394 |           61.933333 |           65.066667 |       15 | -0.066667 | +0.066667 | 0.094281
 395 |           61.791667 |           65.208333 |       24 | -0.141667 | +0.141667 | 0.200347
 396 |           61.444444 |           65.555556 |        9 | -0.347222 | +0.347222 | 0.491046
 397 |           61.125000 |           65.875000 |       24 | -0.319444 | +0.319444 | 0.451763
 398 |           61.333333 |           65.666667 |       18 | +0.208333 | -0.208333 | 0.294628
 399 |           61.090909 |           65.909091 |       33 | -0.242424 | +0.242424 | 0.342840
 400 |           61.000000 |           66.000000 |        6 | -0.090909 | +0.090909 | 0.128565 ***
 401 |           60.400000 |           66.600000 |       15 | -0.600000 | +0.600000 | 0.848528
 402 |           60.333333 |           66.666667 |       15 | -0.066667 | +0.066667 | 0.094281
 403 |           60.125000 |           66.875000 |       24 | -0.208333 | +0.208333 | 0.294628
 404 |           60.200000 |           66.800000 |       15 | +0.075000 | -0.075000 | 0.106066
 405 |           59.928571 |           67.071429 |       42 | -0.271429 | +0.271429 | 0.383858
 406 |           59.916667 |           67.083333 |       24 | -0.011905 | +0.011905 | 0.016836
 407 |           59.803922 |           67.196078 |       51 | -0.112745 | +0.112745 | 0.159446
 408 |           59.222222 |           67.777778 |        9 | -0.581699 | +0.581699 | 0.822647
 409 |           58.625000 |           68.375000 |       24 | -0.597222 | +0.597222 | 0.844600
 410 |           58.583333 |           68.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 411 |           58.410256 |           68.589744 |       39 | -0.173077 | +0.173077 | 0.244768
 412 |           59.000000 |           68.000000 |       18 | +0.589744 | -0.589744 | 0.834023
 413 |           58.705882 |           68.294118 |       51 | -0.294118 | +0.294118 | 0.415945
 414 |           58.515152 |           68.484848 |       33 | -0.190731 | +0.190731 | 0.269734
 415 |           58.500000 |           68.500000 |       66 | -0.015152 | +0.015152 | 0.021427
 416 |           58.333333 |           68.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 417 |           57.200000 |           69.800000 |       15 | -1.133333 | +1.133333 | 1.602775
 418 |           57.133333 |           69.866667 |       15 | -0.066667 | +0.066667 | 0.094281
 419 |           56.791667 |           70.208333 |       24 | -0.341667 | +0.341667 | 0.483190
 420 |           57.000000 |           70.000000 |       15 | +0.208333 | -0.208333 | 0.294628
 421 |           56.500000 |           70.500000 |       42 | -0.500000 | +0.500000 | 0.707107
 422 |           56.583333 |           70.416667 |       24 | +0.083333 | -0.083333 | 0.117851
 423 |           56.352941 |           70.647059 |       51 | -0.230392 | +0.230392 | 0.325824
 424 |           56.733333 |           70.266667 |       15 | +0.380392 | -0.380392 | 0.537956
 425 |           56.214286 |           70.785714 |       42 | -0.519048 | +0.519048 | 0.734044
 426 |           56.190476 |           70.809524 |       42 | -0.023810 | +0.023810 | 0.033672
 427 |           56.057971 |           70.942029 |       69 | -0.132505 | +0.132505 | 0.187391
 428 |           56.166667 |           70.833333 |       24 | +0.108696 | -0.108696 | 0.153719
 429 |           55.826087 |           71.173913 |       69 | -0.340580 | +0.340580 | 0.481652
 430 |           55.941176 |           71.058824 |       51 | +0.115090 | -0.115090 | 0.162761
 431 |           55.781250 |           71.218750 |       96 | -0.159926 | +0.159926 | 0.226170
 432 |           54.777778 |           72.222222 |        9 | -1.003472 | +1.003472 | 1.419124
 433 |           53.625000 |           73.375000 |       24 | -1.152778 | +1.152778 | 1.630274
 434 |           53.583333 |           73.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 435 |           53.282051 |           73.717949 |       39 | -0.301282 | +0.301282 | 0.426077
 436 |           53.500000 |           73.500000 |       24 | +0.217949 | -0.217949 | 0.308226
 437 |           53.043478 |           73.956522 |       69 | -0.456522 | +0.456522 | 0.645619
 438 |           53.153846 |           73.846154 |       39 | +0.110368 | -0.110368 | 0.156084
 439 |           52.940476 |           74.059524 |       84 | -0.213370 | +0.213370 | 0.301751
 440 |           54.333333 |           72.666667 |       18 | +1.392857 | -1.392857 | 1.969797
 441 |           53.764706 |           73.235294 |       51 | -0.568627 | +0.568627 | 0.804161
 442 |           53.745098 |           73.254902 |       51 | -0.019608 | +0.019608 | 0.027730
 443 |           53.607143 |           73.392857 |       84 | -0.137955 | +0.137955 | 0.195098
 444 |           53.363636 |           73.636364 |       33 | -0.243506 | +0.243506 | 0.344370
 445 |           53.031250 |           73.968750 |       96 | -0.332386 | +0.332386 | 0.470065
 446 |           53.333333 |           73.666667 |       66 | +0.302083 | -0.302083 | 0.427210
 447 |           53.085271 |           73.914729 |      129 | -0.248062 | +0.248062 | 0.350813
 448 |           63.666667 |           63.333333 |        3 | +10.581395 | -10.581395 | 14.964353
 449 |           63.500000 |           63.500000 |        6 | -0.166667 | +0.166667 | 0.235702
 450 |           63.333333 |           63.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 451 |           63.111111 |           63.888889 |        9 | -0.222222 | +0.222222 | 0.314270
 452 |           63.000000 |           64.000000 |        6 | -0.111111 | +0.111111 | 0.157135
 453 |           62.800000 |           64.200000 |       15 | -0.200000 | +0.200000 | 0.282843
 454 |           62.555556 |           64.444444 |        9 | -0.244444 | +0.244444 | 0.345697
 455 |           62.500000 |           64.500000 |       18 | -0.055556 | +0.055556 | 0.078567
 456 |           62.333333 |           64.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 457 |           62.000000 |           65.000000 |       15 | -0.333333 | +0.333333 | 0.471405
 458 |           61.933333 |           65.066667 |       15 | -0.066667 | +0.066667 | 0.094281
 459 |           61.791667 |           65.208333 |       24 | -0.141667 | +0.141667 | 0.200347
 460 |           61.444444 |           65.555556 |        9 | -0.347222 | +0.347222 | 0.491046
 461 |           61.125000 |           65.875000 |       24 | -0.319444 | +0.319444 | 0.451763
 462 |           61.333333 |           65.666667 |       18 | +0.208333 | -0.208333 | 0.294628
 463 |           61.090909 |           65.909091 |       33 | -0.242424 | +0.242424 | 0.342840
 464 |           61.000000 |           66.000000 |        6 | -0.090909 | +0.090909 | 0.128565
 465 |           60.400000 |           66.600000 |       15 | -0.600000 | +0.600000 | 0.848528
 466 |           60.333333 |           66.666667 |       15 | -0.066667 | +0.066667 | 0.094281
 467 |           60.125000 |           66.875000 |       24 | -0.208333 | +0.208333 | 0.294628
 468 |           60.200000 |           66.800000 |       15 | +0.075000 | -0.075000 | 0.106066
 469 |           59.928571 |           67.071429 |       42 | -0.271429 | +0.271429 | 0.383858
 470 |           59.916667 |           67.083333 |       24 | -0.011905 | +0.011905 | 0.016836
 471 |           59.803922 |           67.196078 |       51 | -0.112745 | +0.112745 | 0.159446
 472 |           59.222222 |           67.777778 |        9 | -0.581699 | +0.581699 | 0.822647
 473 |           58.625000 |           68.375000 |       24 | -0.597222 | +0.597222 | 0.844600
 474 |           58.583333 |           68.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 475 |           58.410256 |           68.589744 |       39 | -0.173077 | +0.173077 | 0.244768
 476 |           59.000000 |           68.000000 |       18 | +0.589744 | -0.589744 | 0.834023
 477 |           58.705882 |           68.294118 |       51 | -0.294118 | +0.294118 | 0.415945
 478 |           58.515152 |           68.484848 |       33 | -0.190731 | +0.190731 | 0.269734
 479 |           58.500000 |           68.500000 |       66 | -0.015152 | +0.015152 | 0.021427
 480 |           58.333333 |           68.666667 |        6 | -0.166667 | +0.166667 | 0.235702
 481 |           57.200000 |           69.800000 |       15 | -1.133333 | +1.133333 | 1.602775
 482 |           57.133333 |           69.866667 |       15 | -0.066667 | +0.066667 | 0.094281
 483 |           56.791667 |           70.208333 |       24 | -0.341667 | +0.341667 | 0.483190
 484 |           57.000000 |           70.000000 |       15 | +0.208333 | -0.208333 | 0.294628
 485 |           56.500000 |           70.500000 |       42 | -0.500000 | +0.500000 | 0.707107
 486 |           56.583333 |           70.416667 |       24 | +0.083333 | -0.083333 | 0.117851
 487 |           56.352941 |           70.647059 |       51 | -0.230392 | +0.230392 | 0.325824
 488 |           56.733333 |           70.266667 |       15 | +0.380392 | -0.380392 | 0.537956
 489 |           56.214286 |           70.785714 |       42 | -0.519048 | +0.519048 | 0.734044
 490 |           56.190476 |           70.809524 |       42 | -0.023810 | +0.023810 | 0.033672
 491 |           56.057971 |           70.942029 |       69 | -0.132505 | +0.132505 | 0.187391
 492 |           56.166667 |           70.833333 |       24 | +0.108696 | -0.108696 | 0.153719
 493 |           55.826087 |           71.173913 |       69 | -0.340580 | +0.340580 | 0.481652
 494 |           55.941176 |           71.058824 |       51 | +0.115090 | -0.115090 | 0.162761
 495 |           55.781250 |           71.218750 |       96 | -0.159926 | +0.159926 | 0.226170
 496 |           54.777778 |           72.222222 |        9 | -1.003472 | +1.003472 | 1.419124
 497 |           53.625000 |           73.375000 |       24 | -1.152778 | +1.152778 | 1.630274
 498 |           53.583333 |           73.416667 |       24 | -0.041667 | +0.041667 | 0.058926
 499 |           53.282051 |           73.717949 |       39 | -0.301282 | +0.301282 | 0.426077
 500 |           53.500000 |           73.500000 |       24 | +0.217949 | -0.217949 | 0.308226 ***
----------------------------------------------------------------------------------------------------

SUMMARY
================================================================================
Classification:    MOVING
Avg velocity:      0.02875568 cells/step
Total displacement: (-10.166667, 10.166667)
Total distance:    14.377838 cells
Period:            64 steps (offset 0)
Cycle disp:        (0.000000, 0.000000)
Max step speed:    14.964353
Mean step speed:   0.609160
Motion steps:      500/500
Stationary steps:  0/500

================================================================================
ACTIVE CELL COORDINATES (selected steps)
--------------------------------------------------------------------------------
Step 0:
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)

Step 100:
  ( 27,  99)
  ( 28, 100)
  ( 31,  95)
  ( 32,  96)
  ( 35,  91)
  ( 36,  92)
  ( 59,  67)
  ( 60,  68)
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)
  ( 68,  59)
  ( 92,  35)
  ( 96,  31)
  (100,  27)

Step 200:
  ( 55,  71)
  ( 56,  72)
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)
  ( 72,  55)

Step 300:
  ( 19, 107)
  ( 20, 108)
  ( 23, 103)
  ( 24, 104)
  ( 31,  95)
  ( 32,  96)
  ( 39,  87)
  ( 40,  88)
  ( 43,  83)
  ( 44,  84)
  ( 51,  75)
  ( 52,  76)
  ( 55,  71)
  ( 56,  72)
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)
  ( 72,  55)
  ( 76,  51)
  ( 84,  43)
  ( 88,  39)
  ( 96,  31)
  (104,  23)
  (108,  19)

Step 400:
  ( 47,  79)
  ( 48,  80)
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)
  ( 80,  47)

Step 500:
  ( 11, 115)
  ( 12, 116)
  ( 15, 111)
  ( 16, 112)
  ( 19, 107)
  ( 20, 108)
  ( 27,  99)
  ( 28, 100)
  ( 31,  95)
  ( 32,  96)
  ( 35,  91)
  ( 36,  92)
  ( 59,  67)
  ( 60,  68)
  ( 63,  63)
  ( 64,  63)
  ( 64,  64)
  ( 68,  59)
  ( 92,  35)
  ( 96,  31)
  (100,  27)
  (108,  19)
  (112,  15)
  (116,  11)

================================================================================
