step,com_x,com_y,bit_count
1925,63.6250,71.6875,16
1926,63.5000,63.7500,24
1927,63.7143,77.3571,14
1928,63.6154,71.0769,26
1929,63.6154,71.0769,26
1930,63.5789,68.7632,38
1931,63.6250,71.6875,16
1932,63.5000,63.7500,32
1933,63.7000,76.4500,40
1934,63.6071,70.5536,56
1935,63.8000,82.8000,20
1936,63.7222,77.8611,36
1937,63.7727,81.0682,44
1938,63.7333,78.5667,60
1939,63.3750,55.8125,16
1940,63.3000,51.0500,40
1941,63.5000,63.7500,32
1942,63.3929,56.9464,56
1943,63.7273,78.1818,22
1944,63.6800,75.1800,50
1945,63.6190,71.3095,42
1946,63.6286,71.9143,70
1947,63.5000,63.7500,24
1948,63.3929,56.9464,56
1949,63.6071,70.5536,56
1950,63.5000,63.7500,88
1951,63.9167,90.2083,24
1952,63.9167,90.2083,48
1953,63.9167,90.2083,48
1954,63.8800,87.8800,50
1955,63.5000,63.7500,8
1956,63.2857,50.1429,14
1957,63.5000,63.7500,12
1958,63.2500,47.8750,16
1959,63.7143,77.3571,14
1960,63.3750,55.8125,16
1961,63.5455,66.6364,22
1962,63.2000,44.7000,20
1963,63.6250,71.6875,16
1964,63.3846,56.4231,26
1965,63.5714,68.2857,28
1966,63.2143,45.6071,28
1967,63.8000,82.8000,20
1968,63.5455,66.6364,22
1969,63.6875,75.6562,32
1970,63.2000,44.7000,20
1971,63.5000,63.7500,20
1972,63.2632,48.7105,38
1973,63.5000,63.7500,32
1974,63.2273,46.4318,44
1975,63.8235,84.2941,34
1976,63.5000,63.7500,32
1977,63.6800,75.1800,50
1978,63.1875,43.9062,32
1979,63.5714,68.2857,28
1980,63.3200,52.3200,50
1981,63.5417,66.3958,48
1982,63.2143,45.6071,56
1983,63.9444,91.9722,36
1984,63.8462,85.7308,26
1985,63.9167,90.2083,48
1986,63.4000,57.4000,10
1987,63.6000,70.1000,10
1988,63.5000,63.7500,20
1989,63.6667,74.3333,18
1990,63.4545,60.8636,22
1991,63.8000,82.8000,20
1992,63.6154,71.0769,26
1993,63.6875,75.6562,32
1994,63.3846,56.4231,26
1995,63.7273,78.1818,22
1996,63.6364,72.4091,44
1997,63.7391,78.9348,46
1998,63.4211,58.7368,38
1999,63.8667,87.0333,30
2000,63.7727,81.0682,44
