step,bit_count,active_cell_count,num_components,sim_time_ms
831,6,30,4,1.0861999762710184
832,6,30,4,1.063200004864484
833,6,30,4,1.0735999967437238
834,6,30,4,1.078999979654327
835,6,30,4,1.0640000109560788
836,6,30,4,1.089799974579364
837,6,30,4,1.094500010367483
838,6,30,4,1.0467999964021146
839,6,30,4,1.0803000186569989
840,6,30,4,1.0526999831199646
841,6,30,4,1.1375999893061817
842,6,30,4,1.073999999789521
843,6,30,4,1.0955999896395952
844,6,30,4,1.0643999848980457
845,6,30,4,1.0687000176403672
846,6,30,4,1.0677000100258738
847,6,30,4,1.0523999808356166
848,6,30,4,1.049999991664663
849,6,30,4,1.0667000024113804
850,6,30,4,1.0594000050332397
851,6,30,4,1.1267000227235258
852,6,30,4,1.09790000715293
853,6,30,4,1.0608999873511493
854,6,30,4,1.0803999903146178
855,6,30,4,1.0720000136643648
856,6,30,4,1.1671999818645418
857,6,30,4,1.0929999989457428
858,6,30,4,1.0960999934468418
859,6,30,4,1.0489999840501696
860,6,30,4,1.0822000040207058
861,6,30,4,1.1033999908249825
862,6,30,4,1.0486999817658216
863,6,30,4,1.0728000197559595
864,6,30,4,1.0916000173892826
865,6,30,4,1.0389000235591084
866,6,30,4,1.0684000153560191
867,6,30,4,1.0710999777074903
868,6,30,4,1.0661999986041337
869,6,30,4,1.1018000077456236
870,6,30,4,1.0890999983530492
871,6,30,4,1.2075999984517694
872,6,30,4,1.1270999966654927
873,6,30,4,1.0846999939531088
874,6,30,4,1.0809999948833138
875,6,30,4,1.0831000108737499
876,6,30,4,1.0650000185705721
877,6,30,4,1.0650000185705721
878,6,30,4,1.0946000111289322
879,6,30,4,1.0639000101946294
880,6,30,4,1.0687000176403672
881,6,30,4,1.0741000005509704
882,6,30,4,1.1158999986946583
883,6,30,4,1.0987000132445246
884,6,30,4,1.0729000205174088
885,6,30,4,1.2858000118285418
886,6,30,4,2.032200020039454
887,6,30,4,2.0411000004969537
888,6,30,4,2.078399993479252
889,6,30,4,2.070600021397695
890,6,30,4,2.0794000010937452
891,6,30,4,1.3260999985504895
892,6,30,4,1.1183000169694424
893,6,30,4,1.1420000228099525
894,6,30,4,1.0905000090133399
895,6,30,4,1.1397000052966177
896,6,30,4,1.0983000101987273
897,6,30,4,1.1024999839719385
898,6,30,4,1.0924999951384962
899,6,30,4,1.1205000046174973
900,6,30,4,1.0781000019051135
901,6,30,4,1.0881999915000051
902,6,30,4,1.06229999801144
903,6,30,4,1.1121999996248633
904,6,30,4,1.0685999877750874
905,6,30,4,1.0840999893844128
906,6,30,4,1.1078999959863722
907,6,30,4,1.0782000026665628
908,6,30,4,1.1017999786417931
909,6,30,4,1.1981000134255737
910,6,30,4,1.0990000155288726
911,6,30,5,1.061699993442744
912,6,30,4,1.0824999772012234
913,6,30,4,1.0535999899730086
914,6,30,4,1.0637000086717308
915,6,30,4,1.073099992936477
916,6,30,4,1.0639999818522483
917,6,30,4,1.094500010367483
918,6,30,4,1.05489999987185
919,6,30,4,1.0752000089269131
920,6,30,4,1.0784000041894615
921,6,30,4,1.0789000079967082
922,6,30,4,1.0827000078279525
923,6,30,4,1.098200009437278
924,6,30,4,1.1449999874457717
925,6,30,4,1.0939000057987869
926,6,30,4,1.0782999743241817
927,6,30,4,1.1020000092685223
928,6,30,4,1.0516000038478523
929,6,30,4,1.0874000145122409
930,6,30,4,1.0668999748304486
931,6,30,4,1.0761000157799572
932,6,30,4,1.0791000095196068
933,6,30,4,1.0862000053748488
934,6,30,4,1.0537000198382884
935,6,30,4,1.0873999854084104
936,6,30,4,1.0566999844741076
937,6,30,4,1.0602000111248344
938,6,30,4,1.1890999739989638
939,6,30,4,1.1049000022467226
940,6,30,4,1.0498999909032136
941,6,30,4,1.0947999835480005
942,6,30,4,1.1041999969165772
943,6,30,4,1.0667000024113804
944,6,30,4,1.0725999891292304
945,6,30,4,1.0800999880302697
946,6,30,4,1.0574999905657023
947,6,30,4,1.1018000077456236
948,6,30,4,1.069999998435378
949,6,30,4,1.0714000090956688
950,6,30,4,1.0833999840542674
951,6,30,4,1.0763000173028558
952,6,30,4,1.0551000013947487
953,6,30,4,1.2611999991349876
954,6,30,4,1.1519000108819455
955,6,30,4,1.0691000206861645
956,6,30,4,1.0801000171341002
957,6,30,4,1.0981999803334475
958,6,30,4,1.0891999991144985
959,6,30,4,1.152199984062463
960,6,30,4,1.0899000044446439
961,6,30,4,1.0772999958135188
962,6,30,4,1.0651999909896404
963,6,30,4,1.0857000015676022
964,6,30,4,1.0580000234767795
965,6,30,4,1.1058000090997666
966,6,30,4,1.0658999963197857
967,6,30,4,1.1239000014029443
968,6,30,4,1.0909000120591372
969,6,30,4,1.078999979654327
970,6,30,4,1.0775999980978668
971,6,30,4,1.0984000109601766
972,6,30,4,1.0616000217851251
973,6,30,4,1.0655999940354377
974,6,30,4,1.0633000056259334
975,6,30,4,1.0839999886229634
976,6,30,4,1.0694999946281314
977,6,30,4,1.0725999891292304
978,6,30,4,1.0637999803293496
979,6,30,4,1.0584999981801957
980,6,30,4,1.0842999909073114
981,6,30,4,1.0809999948833138
982,6,30,4,1.1679000162985176
983,6,30,4,1.0866000084206462
984,6,30,4,1.1730999976862222
985,6,30,4,1.0737999982666224
986,6,30,4,1.080900023225695
987,6,30,4,1.0768000211101025
988,6,30,4,1.0486000101082027
989,6,30,4,1.0973000025842339
990,6,30,4,1.0857000015676022
991,6,30,4,1.0531000152695924
992,6,30,4,1.0576000204309821
993,6,30,4,1.0670000046957284
994,6,30,4,1.06380000943318
995,6,30,4,1.070999976946041
996,6,30,4,1.1252000113017857
997,6,30,4,1.1055000068154186
998,6,30,4,1.0848999954760075
999,6,30,4,1.0874999861698598
1000,6,30,4,1.0511000000406057
