rule_str,seed_id,survival,displacement,max_bit_ratio,max_bounding_box,verdict
B71011/S24101112,pair_1,1,0.0,inf,inf,rejected
B71011/S24101112,pair_2,1,0.0,inf,inf,rejected
B71011/S24101112,pair_3,1,0.0,inf,inf,rejected
B71011/S24101112,pair_4,1,0.0,inf,inf,rejected
B71011/S24101112,pair_5,1,0.0,inf,inf,rejected
B71011/S24101112,pair_6,1,0.0,inf,inf,rejected
B71011/S24101112,pair_7,1,0.0,inf,inf,rejected
B71011/S24101112,pair_8,1,0.0,inf,inf,rejected
B71011/S24101112,pair_9,1,0.0,inf,inf,rejected
B71011/S24101112,pair_10,1,0.0,inf,inf,rejected
B71011/S24101112,pair_11,1,0.0,inf,inf,rejected
B71011/S24101112,tromino_L_0,2,0.471,inf,inf,rejected
B71011/S24101112,tromino_L_1,500,0.0,1.0,2,rejected
B71011/S24101112,tromino_L_2,2,0.333,inf,inf,rejected
B71011/S24101112,tromino_L_3,500,0.0,1.0,2,rejected
B71011/S24101112,tromino_L_4,2,0.471,inf,inf,rejected
B71011/S24101112,tromino_L_5,2,0.333,inf,inf,rejected
B71011/S24101112,tromino_L_6,500,0.0,1.0,2,rejected
B71011/S24101112,tromino_L_7,500,0.0,1.0,2,rejected
B71011/S24101112,compact_0,2,0.333,inf,inf,rejected
B71011/S24101112,compact_1,2,0.0,inf,inf,rejected
B71011/S24101112,compact_2,2,0.0,inf,inf,rejected
B71011/S24101112,compact_3,2,0.0,inf,inf,rejected
B71011/S24101112,compact_4,2,0.3439,inf,inf,rejected
B71011/S24101112,compact_5,2,0.7893,inf,inf,rejected
B71011/S24101112,compact_6,2,0.0,inf,inf,rejected
B71011/S24101112,compact_7,3,0.4473,inf,inf,rejected
B71011/S24101112,compact_8,500,0.0,1.0,2,rejected
B71011/S24101112,compact_9,3,0.167,inf,inf,rejected
B71011/S24101112,compact_10,1,0.0,inf,inf,rejected
B71011/S24101112,compact_11,2,0.471,inf,inf,rejected
B71011/S24101112,compact_12,2,0.4319,inf,inf,rejected
B71011/S24101112,compact_13,3,0.283,inf,inf,rejected
B71011/S24101112,compact_14,3,0.5267,inf,inf,rejected
B71011/S24101112,compact_15,2,0.0,inf,inf,rejected
B71011/S24101112,compact_16,2,1.1838,inf,inf,rejected
B71011/S24101112,compact_17,2,1.6128,inf,inf,rejected
B71011/S24101112,compact_18,2,0.2496,inf,inf,rejected
B71011/S24101112,compact_19,2,0.2496,inf,inf,rejected
B71011/S24101112,compact_20,3,0.2837,inf,inf,rejected
B71011/S24101112,compact_21,500,0.0,1.0,2,rejected
B71011/S24101112,compact_22,2,0.9346,inf,inf,rejected
B71011/S24101112,compact_23,2,0.8325,inf,inf,rejected
B71011/S24101112,compact_24,2,0.333,inf,inf,rejected
B11/S8,single_bit,1,0.0,inf,inf,rejected
B11/S8,pair_0,1,0.0,inf,inf,rejected
B11/S8,pair_1,1,0.0,inf,inf,rejected
B11/S8,pair_2,1,0.0,inf,inf,rejected
B11/S8,pair_3,1,0.0,inf,inf,rejected
B11/S8,pair_4,1,0.0,inf,inf,rejected
B11/S8,pair_5,1,0.0,inf,inf,rejected
B11/S8,pair_6,1,0.0,inf,inf,rejected
B11/S8,pair_7,1,0.0,inf,inf,rejected
B11/S8,pair_8,1,0.0,inf,inf,rejected
B11/S8,pair_9,1,0.0,inf,inf,rejected
B11/S8,pair_10,1,0.0,inf,inf,rejected
B11/S8,pair_11,1,0.0,inf,inf,rejected
B11/S8,tromino_L_0,1,0.0,inf,inf,rejected
B11/S8,tromino_L_1,1,0.0,inf,inf,rejected
B11/S8,tromino_L_2,1,0.0,inf,inf,rejected
B11/S8,tromino_L_3,1,0.0,inf,inf,rejected
B11/S8,tromino_L_4,1,0.0,inf,inf,rejected
B11/S8,tromino_L_5,1,0.0,inf,inf,rejected
B11/S8,tromino_L_6,1,0.0,inf,inf,rejected
B11/S8,tromino_L_7,1,0.0,inf,inf,rejected
B11/S8,compact_0,1,0.0,inf,inf,rejected
B11/S8,compact_1,1,0.0,inf,inf,rejected
B11/S8,compact_2,1,0.0,inf,inf,rejected
B11/S8,compact_3,1,0.0,inf,inf,rejected
B11/S8,compact_4,1,0.0,inf,inf,rejected
B11/S8,compact_5,1,0.0,inf,inf,rejected
B11/S8,compact_6,1,0.0,inf,inf,rejected
B11/S8,compact_7,1,0.0,inf,inf,rejected
B11/S8,compact_8,1,0.0,inf,inf,rejected
B11/S8,compact_9,1,0.0,inf,inf,rejected
B11/S8,compact_10,1,0.0,inf,inf,rejected
B11/S8,compact_11,1,0.0,inf,inf,rejected
B11/S8,compact_12,1,0.0,inf,inf,rejected
B11/S8,compact_13,1,0.0,inf,inf,rejected
B11/S8,compact_14,1,0.0,inf,inf,rejected
B11/S8,compact_15,1,0.0,inf,inf,rejected
B11/S8,compact_16,1,0.0,inf,inf,rejected
B11/S8,compact_17,1,0.0,inf,inf,rejected
B11/S8,compact_18,1,0.0,inf,inf,rejected
B11/S8,compact_19,1,0.0,inf,inf,rejected
B11/S8,compact_20,1,0.0,inf,inf,rejected
B11/S8,compact_21,1,0.0,inf,inf,rejected
B11/S8,compact_22,1,0.0,inf,inf,rejected
B11/S8,compact_23,1,0.0,inf,inf,rejected
B11/S8,compact_24,1,0.0,inf,inf,rejected
B4/S5811,single_bit,1,0.0,inf,inf,rejected
B4/S5811,pair_0,1,0.0,inf,inf,rejected
B4/S5811,pair_1,1,0.0,inf,inf,rejected
B4/S5811,pair_2,1,0.0,inf,inf,rejected
B4/S5811,pair_3,1,0.0,inf,inf,rejected
B4/S5811,pair_4,1,0.0,inf,inf,rejected
B4/S5811,pair_5,1,0.0,inf,inf,rejected
B4/S5811,pair_6,1,0.0,inf,inf,rejected
B4/S5811,pair_7,1,0.0,inf,inf,rejected
B4/S5811,pair_8,1,0.0,inf,inf,rejected
B4/S5811,pair_9,1,0.0,inf,inf,rejected
B4/S5811,pair_10,1,0.0,inf,inf,rejected
B4/S5811,pair_11,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_0,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_1,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_2,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_3,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_4,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_5,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_6,1,0.0,inf,inf,rejected
B4/S5811,tromino_L_7,1,0.0,inf,inf,rejected
B4/S5811,compact_0,1,0.0,inf,inf,rejected
B4/S5811,compact_1,1,0.0,inf,inf,rejected
B4/S5811,compact_2,1,0.0,inf,inf,rejected
B4/S5811,compact_3,1,0.0,inf,inf,rejected
B4/S5811,compact_4,2,0.3718,inf,inf,rejected
B4/S5811,compact_5,2,0.936,inf,inf,rejected
B4/S5811,compact_6,1,0.0,inf,inf,rejected
B4/S5811,compact_7,2,1.1834,inf,inf,rejected
B4/S5811,compact_8,1,0.0,inf,inf,rejected
B4/S5811,compact_9,2,0.7816,inf,inf,rejected
B4/S5811,compact_10,1,0.0,inf,inf,rejected
B4/S5811,compact_11,1,0.0,inf,inf,rejected
B4/S5811,compact_12,1,0.0,inf,inf,rejected
B4/S5811,compact_13,2,1.5099,inf,inf,rejected
B4/S5811,compact_14,2,0.6015,inf,inf,rejected
B4/S5811,compact_15,1,0.0,inf,inf,rejected
B4/S5811,compact_16,2,1.001,inf,inf,rejected
B4/S5811,compact_17,1,0.0,inf,inf,rejected
B4/S5811,compact_18,1,0.0,inf,inf,rejected
B4/S5811,compact_19,1,0.0,inf,inf,rejected
B4/S5811,compact_20,1,0.0,inf,inf,rejected
B4/S5811,compact_21,1,0.0,inf,inf,rejected
B4/S5811,compact_22,1,0.0,inf,inf,rejected
B4/S5811,compact_23,2,0.6015,inf,inf,rejected
B4/S5811,compact_24,1,0.0,inf,inf,rejected
B7/S6,single_bit,1,0.0,inf,inf,rejected
B7/S6,pair_0,1,0.0,inf,inf,rejected
B7/S6,pair_1,1,0.0,inf,inf,rejected
B7/S6,pair_2,1,0.0,inf,inf,rejected
B7/S6,pair_3,1,0.0,inf,inf,rejected
B7/S6,pair_4,1,0.0,inf,inf,rejected
B7/S6,pair_5,1,0.0,inf,inf,rejected
B7/S6,pair_6,1,0.0,inf,inf,rejected
B7/S6,pair_7,1,0.0,inf,inf,rejected
B7/S6,pair_8,1,0.0,inf,inf,rejected
B7/S6,pair_9,1,0.0,inf,inf,rejected
B7/S6,pair_10,1,0.0,inf,inf,rejected
B7/S6,pair_11,1,0.0,inf,inf,rejected
B7/S6,tromino_L_0,1,0.0,inf,inf,rejected
B7/S6,tromino_L_1,1,0.0,inf,inf,rejected
B7/S6,tromino_L_2,1,0.0,inf,inf,rejected
B7/S6,tromino_L_3,1,0.0,inf,inf,rejected
B7/S6,tromino_L_4,1,0.0,inf,inf,rejected
B7/S6,tromino_L_5,1,0.0,inf,inf,rejected
B7/S6,tromino_L_6,1,0.0,inf,inf,rejected
B7/S6,tromino_L_7,1,0.0,inf,inf,rejected
B7/S6,compact_0,1,0.0,inf,inf,rejected
B7/S6,compact_1,1,0.0,inf,inf,rejected
B7/S6,compact_2,1,0.0,inf,inf,rejected
B7/S6,compact_3,1,0.0,inf,inf,rejected
B7/S6,compact_4,1,0.0,inf,inf,rejected
B7/S6,compact_5,1,0.0,inf,inf,rejected
B7/S6,compact_6,1,0.0,inf,inf,rejected
B7/S6,compact_7,1,0.0,inf,inf,rejected
B7/S6,compact_8,1,0.0,inf,inf,rejected
B7/S6,compact_9,1,0.0,inf,inf,rejected
B7/S6,compact_10,1,0.0,inf,inf,rejected
B7/S6,compact_11,1,0.0,inf,inf,rejected
B7/S6,compact_12,1,0.0,inf,inf,rejected
B7/S6,compact_13,1,0.0,inf,inf,rejected
B7/S6,compact_14,1,0.0,inf,inf,rejected
B7/S6,compact_15,1,0.0,inf,inf,rejected
B7/S6,compact_16,1,0.0,inf,inf,rejected
B7/S6,compact_17,1,0.0,inf,inf,rejected
B7/S6,compact_18,1,0.0,inf,inf,rejected
B7/S6,compact_19,1,0.0,inf,inf,rejected
B7/S6,compact_20,1,0.0,inf,inf,rejected
B7/S6,compact_21,1,0.0,inf,inf,rejected
B7/S6,compact_22,1,0.0,inf,inf,rejected
B7/S6,compact_23,1,0.0,inf,inf,rejected
B7/S6,compact_24,1,0.0,inf,inf,rejected
B7810/S168,single_bit,1,0.0,inf,inf,rejected
B7810/S168,pair_0,500,0.0,1.0,2,rejected
B7810/S168,pair_1,500,0.0,1.0,2,rejected
B7810/S168,pair_2,500,0.0,1.0,2,rejected
B7810/S168,pair_3,500,0.0,1.0,2,rejected
B7810/S168,pair_4,500,0.0,1.0,2,rejected
B7810/S168,pair_5,500,0.0,1.0,2,rejected
B7810/S168,pair_6,500,0.0,1.0,2,rejected
B7810/S168,pair_7,500,0.0,1.0,2,rejected
B7810/S168,pair_8,500,0.0,1.0,2,rejected
B7810/S168,pair_9,500,0.0,1.0,2,rejected
B7810/S168,pair_10,500,0.0,1.0,2,rejected
B7810/S168,pair_11,500,0.0,1.0,2,rejected
B7810/S168,tromino_L_0,2,0.2361,inf,inf,rejected
B7810/S168,tromino_L_1,1,0.0,inf,inf,rejected
B7810/S168,tromino_L_2,2,0.167,inf,inf,rejected
B7810/S168,tromino_L_3,1,0.0,inf,inf,rejected
B7810/S168,tromino_L_4,2,0.2361,inf,inf,rejected
B7810/S168,tromino_L_5,2,0.167,inf,inf,rejected
B7810/S168,tromino_L_6,1,0.0,inf,inf,rejected
B7810/S168,tromino_L_7,1,0.0,inf,inf,rejected
B7810/S168,compact_0,2,0.167,inf,inf,rejected
B7810/S168,compact_1,1,0.0,inf,inf,rejected
B7810/S168,compact_2,2,0.0,inf,inf,rejected
B7810/S168,compact_3,2,0.0,inf,inf,rejected
B7810/S168,compact_4,2,1.8627,inf,inf,rejected
B7810/S168,compact_5,2,1.5422,inf,inf,rejected
B7810/S168,compact_6,1,0.0,inf,inf,rejected
B7810/S168,compact_7,1,0.0,inf,inf,rejected
B7810/S168,compact_8,1,0.0,inf,inf,rejected
B7810/S168,compact_9,1,0.0,inf,inf,rejected
B7810/S168,compact_10,2,0.0,inf,inf,rejected
B7810/S168,compact_11,2,0.2361,inf,inf,rejected
B7810/S168,compact_12,2,0.4341,inf,inf,rejected
B7810/S168,compact_13,2,1.2957,inf,inf,rejected
B7810/S168,compact_14,1,0.0,inf,inf,rejected
B7810/S168,compact_15,2,0.0,inf,inf,rejected
B7810/S168,compact_16,2,0.3678,inf,inf,rejected
B7810/S168,compact_17,2,0.9482,inf,inf,rejected
B7810/S168,compact_18,2,0.2504,inf,inf,rejected
B7810/S168,compact_19,1,0.0,inf,inf,rejected
B7810/S168,compact_20,2,1.6979,inf,inf,rejected
B7810/S168,compact_21,1,0.0,inf,inf,rejected
B7810/S168,compact_22,2,1.621,inf,inf,rejected
B7810/S168,compact_23,2,1.3966,inf,inf,rejected
B7810/S168,compact_24,2,0.167,inf,inf,rejected
B28/S1235712,single_bit,1,0.0,inf,inf,rejected
B28/S1235712,pair_0,500,20.0,10085.0,40,rejected
B28/S1235712,pair_1,500,20.0,10085.0,40,rejected
B28/S1235712,pair_2,500,20.0,10085.0,40,rejected
B28/S1235712,pair_3,500,20.0,10085.0,40,rejected
B28/S1235712,pair_4,500,0.0,10085.0,40,rejected
B28/S1235712,pair_5,500,0.0,10085.0,40,rejected
B28/S1235712,pair_6,500,60.0,10085.0,40,rejected
B28/S1235712,pair_7,500,63.2456,10085.0,40,rejected
B28/S1235712,pair_8,500,63.2456,10085.0,40,rejected
B28/S1235712,pair_9,500,20.0,10085.0,40,rejected
B28/S1235712,pair_10,500,28.2843,10085.0,40,rejected
B28/S1235712,pair_11,500,28.2843,10085.0,40,rejected
B28/S1235712,tromino_L_0,500,29.9552,6667.3333,40,rejected
B28/S1235712,tromino_L_1,500,24.3467,6686.0,40,rejected
B28/S1235712,tromino_L_2,500,29.1317,6667.3333,40,rejected
B28/S1235712,tromino_L_3,500,24.3467,6686.0,40,rejected
B28/S1235712,tromino_L_4,500,34.2298,6667.3333,40,rejected
B28/S1235712,tromino_L_5,500,20.0481,6689.3333,40,rejected
B28/S1235712,tromino_L_6,500,28.0405,6686.0,40,rejected
B28/S1235712,tromino_L_7,500,28.0405,6686.0,40,rejected
B28/S1235712,compact_0,500,20.0481,6689.3333,40,rejected
B28/S1235712,compact_1,500,0.0,4965.0,40,rejected
B28/S1235712,compact_2,500,40.0,6647.3333,40,rejected
B28/S1235712,compact_3,500,0.0,6647.3333,40,rejected
B28/S1235712,compact_4,500,20.4655,3329.0,40,rejected
B28/S1235712,compact_5,500,45.0701,4985.25,40,rejected
B28/S1235712,compact_6,500,0.0,4965.0,40,rejected
B28/S1235712,compact_7,500,50.4517,3990.8,40,rejected
B28/S1235712,compact_8,500,24.3467,6686.0,40,rejected
B28/S1235712,compact_9,500,45.6894,3332.3333,40,rejected
B28/S1235712,compact_10,500,28.2843,4991.25,40,rejected
B28/S1235712,compact_11,500,34.2298,6667.3333,40,rejected
B28/S1235712,compact_12,500,39.1762,5003.25,40,rejected
B28/S1235712,compact_13,500,48.9479,3994.6,40,rejected
B28/S1235712,compact_14,500,45.2687,3337.6667,40,rejected
B28/S1235712,compact_15,500,28.2843,4996.0,40,rejected
B28/S1235712,compact_16,500,27.1753,3993.8,40,rejected
B28/S1235712,compact_17,500,18.9722,3998.4,40,rejected
B28/S1235712,compact_18,500,54.46,5003.25,40,rejected
B28/S1235712,compact_19,500,46.2059,5010.0,40,rejected
B28/S1235712,compact_20,500,4.6856,3997.6,40,rejected
B28/S1235712,compact_21,500,28.0405,6686.0,40,rejected
B28/S1235712,compact_22,500,42.2318,4988.0,40,rejected
B28/S1235712,compact_23,500,46.3943,3328.1667,40,rejected
B28/S1235712,compact_24,500,29.1317,6667.3333,40,rejected
B10/S28,single_bit,1,0.0,inf,inf,rejected
B10/S28,pair_0,1,0.0,inf,inf,rejected
B10/S28,pair_1,1,0.0,inf,inf,rejected
B10/S28,pair_2,1,0.0,inf,inf,rejected
B10/S28,pair_3,1,0.0,inf,inf,rejected
B10/S28,pair_4,1,0.0,inf,inf,rejected
B10/S28,pair_5,1,0.0,inf,inf,rejected
B10/S28,pair_6,1,0.0,inf,inf,rejected
B10/S28,pair_7,1,0.0,inf,inf,rejected
B10/S28,pair_8,1,0.0,inf,inf,rejected
B10/S28,pair_9,1,0.0,inf,inf,rejected
B10/S28,pair_10,1,0.0,inf,inf,rejected
B10/S28,pair_11,1,0.0,inf,inf,rejected
B10/S28,tromino_L_0,2,0.471,inf,inf,rejected
B10/S28,tromino_L_1,500,0.0,1.0,2,rejected
B10/S28,tromino_L_2,2,0.333,inf,inf,rejected
B10/S28,tromino_L_3,500,0.0,1.0,2,rejected
B10/S28,tromino_L_4,2,0.471,inf,inf,rejected
B10/S28,tromino_L_5,2,0.333,inf,inf,rejected
B10/S28,tromino_L_6,500,0.0,1.0,2,rejected
B10/S28,tromino_L_7,500,0.0,1.0,2,rejected
B10/S28,compact_0,2,0.333,inf,inf,rejected
B10/S28,compact_1,2,0.0,inf,inf,rejected
B10/S28,compact_2,2,0.0,inf,inf,rejected
B10/S28,compact_3,2,0.0,inf,inf,rejected
B10/S28,compact_4,2,0.3439,inf,inf,rejected
B10/S28,compact_5,2,0.7893,inf,inf,rejected
B10/S28,compact_6,2,0.0,inf,inf,rejected
B10/S28,compact_7,2,0.548,inf,inf,rejected
B10/S28,compact_8,500,0.0,1.0,2,rejected
B10/S28,compact_9,2,0.333,inf,inf,rejected
B10/S28,compact_10,1,0.0,inf,inf,rejected
B10/S28,compact_11,2,0.471,inf,inf,rejected
B10/S28,compact_12,2,0.4319,inf,inf,rejected
B10/S28,compact_13,2,0.5745,inf,inf,rejected
B10/S28,compact_14,2,0.6015,inf,inf,rejected
B10/S28,compact_15,2,0.0,inf,inf,rejected
B10/S28,compact_16,2,1.1838,inf,inf,rejected
B10/S28,compact_17,2,1.6128,inf,inf,rejected
B10/S28,compact_18,2,0.2496,inf,inf,rejected
B10/S28,compact_19,2,0.2496,inf,inf,rejected
B10/S28,compact_20,2,0.4234,inf,inf,rejected
B10/S28,compact_21,500,0.0,1.0,2,rejected
B10/S28,compact_22,2,0.9346,inf,inf,rejected
B10/S28,compact_23,2,0.8325,inf,inf,rejected
B10/S28,compact_24,2,0.333,inf,inf,rejected
B1211/S1411,single_bit,500,40.0,29892.0,40,rejected
B1211/S1411,pair_0,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_1,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_2,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_3,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_4,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_5,500,48.9898,15042.0,40,rejected
B1211/S1411,pair_6,500,28.2843,15042.0,40,rejected
B1211/S1411,pair_7,500,28.2843,15042.0,40,rejected
B1211/S1411,pair_8,500,28.2843,15042.0,40,rejected
B1211/S1411,pair_9,500,28.2843,15042.0,40,rejected
B1211/S1411,pair_10,500,28.2843,15042.0,40,rejected
B1211/S1411,pair_11,500,28.2843,15042.0,40,rejected
B1211/S1411,tromino_L_0,500,43.7906,10080.0,40,rejected
B1211/S1411,tromino_L_1,500,81.8164,9261.0,40,rejected
B1211/S1411,tromino_L_2,500,34.0413,10080.0,40,rejected
B1211/S1411,tromino_L_3,500,81.8164,9261.0,40,rejected
B1211/S1411,tromino_L_4,500,53.9878,10080.0,40,rejected
B1211/S1411,tromino_L_5,500,40.5215,9912.6667,40,rejected
B1211/S1411,tromino_L_6,500,78.0447,9261.0,40,rejected
B1211/S1411,tromino_L_7,500,78.0447,9261.0,40,rejected
B1211/S1411,compact_0,500,40.5215,9912.6667,40,rejected
B1211/S1411,compact_1,500,28.2843,7543.0,40,rejected
B1211/S1411,compact_2,500,34.641,9721.6667,40,rejected
B1211/S1411,compact_3,500,34.641,9721.6667,40,rejected
B1211/S1411,compact_4,500,40.389,4978.8333,40,rejected
B1211/S1411,compact_5,500,62.1002,6888.75,40,rejected
B1211/S1411,compact_6,500,34.641,7543.0,40,rejected
B1211/S1411,compact_7,500,62.4077,5941.0,40,rejected
B1211/S1411,compact_8,500,81.8164,9261.0,40,rejected
B1211/S1411,compact_9,500,55.4896,4984.1667,40,rejected
B1211/S1411,compact_10,500,34.641,7779.0,40,rejected
B1211/S1411,compact_11,500,53.9878,10080.0,40,rejected
B1211/S1411,compact_12,500,48.1868,7450.5,40,rejected
B1211/S1411,compact_13,500,43.5038,6015.6,40,rejected
B1211/S1411,compact_14,500,25.7035,4993.0,40,rejected
B1211/S1411,compact_15,500,66.3325,7469.0,40,rejected
B1211/S1411,compact_16,500,39.8986,6040.4,40,rejected
B1211/S1411,compact_17,500,50.0299,5995.0,40,rejected
B1211/S1411,compact_18,500,39.1378,7450.5,40,rejected
B1211/S1411,compact_19,500,36.8101,7488.5,40,rejected
B1211/S1411,compact_20,500,49.0115,6085.8,40,rejected
B1211/S1411,compact_21,500,78.0447,9261.0,40,rejected
B1211/S1411,compact_22,500,20.6999,7486.75,40,rejected
B1211/S1411,compact_23,500,33.1343,3907.5,40,rejected
B1211/S1411,compact_24,500,34.0413,10080.0,40,rejected
B411/S4,single_bit,1,0.0,inf,inf,rejected
B411/S4,pair_0,1,0.0,inf,inf,rejected
B411/S4,pair_1,1,0.0,inf,inf,rejected
B411/S4,pair_2,1,0.0,inf,inf,rejected
B411/S4,pair_3,1,0.0,inf,inf,rejected
B411/S4,pair_4,1,0.0,inf,inf,rejected
B411/S4,pair_5,1,0.0,inf,inf,rejected
B411/S4,pair_6,1,0.0,inf,inf,rejected
B411/S4,pair_7,1,0.0,inf,inf,rejected
B411/S4,pair_8,1,0.0,inf,inf,rejected
B411/S4,pair_9,1,0.0,inf,inf,rejected
B411/S4,pair_10,1,0.0,inf,inf,rejected
B411/S4,pair_11,1,0.0,inf,inf,rejected
B411/S4,tromino_L_0,1,0.0,inf,inf,rejected
B411/S4,tromino_L_1,1,0.0,inf,inf,rejected
B411/S4,tromino_L_2,1,0.0,inf,inf,rejected
B411/S4,tromino_L_3,1,0.0,inf,inf,rejected
B411/S4,tromino_L_4,1,0.0,inf,inf,rejected
B411/S4,tromino_L_5,1,0.0,inf,inf,rejected
B411/S4,tromino_L_6,1,0.0,inf,inf,rejected
B411/S4,tromino_L_7,1,0.0,inf,inf,rejected
B411/S4,compact_0,1,0.0,inf,inf,rejected
B411/S4,compact_1,1,0.0,inf,inf,rejected
B411/S4,compact_2,1,0.0,inf,inf,rejected
B411/S4,compact_3,1,0.0,inf,inf,rejected
B411/S4,compact_4,2,0.3718,inf,inf,rejected
B411/S4,compact_5,2,0.936,inf,inf,rejected
B411/S4,compact_6,1,0.0,inf,inf,rejected
B411/S4,compact_7,2,0.548,inf,inf,rejected
B411/S4,compact_8,1,0.0,inf,inf,rejected
B411/S4,compact_9,2,0.2361,inf,inf,rejected
B411/S4,compact_10,1,0.0,inf,inf,rejected
B411/S4,compact_11,1,0.0,inf,inf,rejected
B411/S4,compact_12,1,0.0,inf,inf,rejected
B411/S4,compact_13,2,0.6557,inf,inf,rejected
B411/S4,compact_14,2,0.6008,inf,inf,rejected
B411/S4,compact_15,1,0.0,inf,inf,rejected
B411/S4,compact_16,2,1.001,inf,inf,rejected
B411/S4,compact_17,1,0.0,inf,inf,rejected
B411/S4,compact_18,1,0.0,inf,inf,rejected
B411/S4,compact_19,1,0.0,inf,inf,rejected
B411/S4,compact_20,2,0.2837,inf,inf,rejected
B411/S4,compact_21,1,0.0,inf,inf,rejected
B411/S4,compact_22,1,0.0,inf,inf,rejected
B411/S4,compact_23,2,0.6015,inf,inf,rejected
B411/S4,compact_24,1,0.0,inf,inf,rejected
B7/S211,single_bit,1,0.0,inf,inf,rejected
B7/S211,pair_0,1,0.0,inf,inf,rejected
B7/S211,pair_1,1,0.0,inf,inf,rejected
B7/S211,pair_2,1,0.0,inf,inf,rejected
B7/S211,pair_3,1,0.0,inf,inf,rejected
B7/S211,pair_4,1,0.0,inf,inf,rejected
B7/S211,pair_5,1,0.0,inf,inf,rejected
B7/S211,pair_6,1,0.0,inf,inf,rejected
B7/S211,pair_7,1,0.0,inf,inf,rejected
B7/S211,pair_8,1,0.0,inf,inf,rejected
B7/S211,pair_9,1,0.0,inf,inf,rejected
B7/S211,pair_10,1,0.0,inf,inf,rejected
B7/S211,pair_11,1,0.0,inf,inf,rejected
B7/S211,tromino_L_0,2,0.471,inf,inf,rejected
B7/S211,tromino_L_1,500,0.0,1.0,2,rejected
B7/S211,tromino_L_2,2,0.333,inf,inf,rejected
B7/S211,tromino_L_3,500,0.0,1.0,2,rejected
B7/S211,tromino_L_4,2,0.471,inf,inf,rejected
B7/S211,tromino_L_5,2,0.333,inf,inf,rejected
B7/S211,tromino_L_6,500,0.0,1.0,2,rejected
B7/S211,tromino_L_7,500,0.0,1.0,2,rejected
B7/S211,compact_0,2,0.333,inf,inf,rejected
B7/S211,compact_1,2,0.0,inf,inf,rejected
B7/S211,compact_2,2,0.0,inf,inf,rejected
B7/S211,compact_3,2,0.0,inf,inf,rejected
B7/S211,compact_4,2,0.3439,inf,inf,rejected
B7/S211,compact_5,2,0.7893,inf,inf,rejected
B7/S211,compact_6,2,0.0,inf,inf,rejected
B7/S211,compact_7,2,0.548,inf,inf,rejected
B7/S211,compact_8,500,0.0,1.0,2,rejected
B7/S211,compact_9,2,0.333,inf,inf,rejected
B7/S211,compact_10,1,0.0,inf,inf,rejected
B7/S211,compact_11,2,0.471,inf,inf,rejected
B7/S211,compact_12,2,0.4319,inf,inf,rejected
B7/S211,compact_13,2,0.5745,inf,inf,rejected
B7/S211,compact_14,2,0.6015,inf,inf,rejected
B7/S211,compact_15,2,0.0,inf,inf,rejected
B7/S211,compact_16,2,1.1838,inf,inf,rejected
B7/S211,compact_17,2,1.6128,inf,inf,rejected
B7/S211,compact_18,2,0.2496,inf,inf,rejected
B7/S211,compact_19,2,0.2496,inf,inf,rejected
B7/S211,compact_20,2,0.4234,inf,inf,rejected
B7/S211,compact_21,500,0.0,1.0,2,rejected
B7/S211,compact_22,2,0.9346,inf,inf,rejected
B7/S211,compact_23,2,0.8325,inf,inf,rejected
B7/S211,compact_24,2,0.333,inf,inf,rejected
B4/S411,single_bit,1,0.0,inf,inf,rejected
B4/S411,pair_0,1,0.0,inf,inf,rejected
B4/S411,pair_1,1,0.0,inf,inf,rejected
B4/S411,pair_2,1,0.0,inf,inf,rejected
B4/S411,pair_3,1,0.0,inf,inf,rejected
B4/S411,pair_4,1,0.0,inf,inf,rejected
B4/S411,pair_5,1,0.0,inf,inf,rejected
B4/S411,pair_6,1,0.0,inf,inf,rejected
B4/S411,pair_7,1,0.0,inf,inf,rejected
B4/S411,pair_8,1,0.0,inf,inf,rejected
B4/S411,pair_9,1,0.0,inf,inf,rejected
B4/S411,pair_10,1,0.0,inf,inf,rejected
B4/S411,pair_11,1,0.0,inf,inf,rejected
B4/S411,tromino_L_0,1,0.0,inf,inf,rejected
B4/S411,tromino_L_1,1,0.0,inf,inf,rejected
B4/S411,tromino_L_2,1,0.0,inf,inf,rejected
B4/S411,tromino_L_3,1,0.0,inf,inf,rejected
B4/S411,tromino_L_4,1,0.0,inf,inf,rejected
B4/S411,tromino_L_5,1,0.0,inf,inf,rejected
B4/S411,tromino_L_6,1,0.0,inf,inf,rejected
B4/S411,tromino_L_7,1,0.0,inf,inf,rejected
B4/S411,compact_0,1,0.0,inf,inf,rejected
B4/S411,compact_1,1,0.0,inf,inf,rejected
B4/S411,compact_2,1,0.0,inf,inf,rejected
B4/S411,compact_3,1,0.0,inf,inf,rejected
