step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
146,12,ok,51.333,58.417,-19.250,4.2098,2.8282,7.7055,51.750,58.000,-19.750,0.7728,4,50.500,61.250,-16.250,4.2098,4,51.750,56.000,-21.750,3.5020,4
147,12,ok,50.514,59.597,-17.583,4.2417,3.7419,7.1829,51.667,62.667,-17.000,3.3303,3,51.875,57.125,-20.750,4.2417,8,48.000,59.000,-15.000,3.6538,1
148,12,ok,51.500,50.167,-18.167,13.8584,10.9708,6.9642,52.000,32.000,-17.500,13.8584,2,50.000,60.500,-16.000,10.6641,2,52.500,58.000,-21.000,8.3898,8
149,12,ok,51.667,50.542,-18.375,13.4909,10.9263,6.9214,52.000,32.000,-17.500,13.4909,2,52.500,58.125,-21.125,8.1095,8,50.500,61.500,-16.500,11.1786,2
150,12,ok,51.389,50.815,-18.111,14.2291,11.1722,7.3392,49.000,60.000,-15.000,9.9877,1,52.500,33.000,-18.000,14.2291,2,52.667,59.444,-21.333,9.2998,9
151,12,ok,51.514,50.931,-18.583,13.7967,11.1273,7.1829,49.000,61.000,-16.000,10.6952,1,52.667,32.667,-18.000,13.7967,3,52.875,59.125,-21.750,8.8898,8
152,12,ok,51.833,51.444,-18.778,13.9449,11.1948,7.5664,53.500,60.000,-22.000,9.2929,8,53.000,33.333,-18.333,13.9449,3,49.000,61.000,-16.000,10.3466,1
153,12,ok,52.167,51.931,-18.931,13.7639,11.1227,7.2994,53.500,60.125,-22.125,8.8956,8,53.000,33.667,-18.667,13.7639,3,50.000,62.000,-16.000,10.7087,1
154,12,ok,53.361,52.111,-21.117,14.3789,10.8712,7.9276,53.333,34.333,-19.000,14.3789,3,53.750,60.000,-23.750,8.3259,4,53.000,62.000,-20.600,9.9090,5
155,12,ok,53.472,52.522,-20.967,14.2818,10.8528,7.6643,54.000,60.400,-23.400,8.2619,5,53.667,34.667,-19.000,14.2818,3,52.750,62.500,-20.500,10.0148,4
156,12,ok,54.000,43.069,-21.236,13.2435,10.7687,6.2486,54.000,32.000,-22.000,11.0958,1,54.000,61.875,-22.375,13.2435,8,54.000,35.333,-19.333,7.9667,3
157,12,ok,54.083,31.667,-21.750,4.2147,2.8472,7.7055,54.500,29.250,-24.250,3.5020,4,54.500,31.000,-22.000,0.8250,4,53.250,34.750,-19.000,4.2147,4
158,12,ok,53.361,33.111,-20.250,4.3169,3.9533,7.7862,51.000,32.000,-17.000,4.1680,1,54.750,31.000,-23.750,4.3169,8,54.333,36.333,-20.000,3.3750,3
159,12,ok,54.500,32.667,-22.333,4.2541,2.8444,7.7055,53.750,35.750,-19.500,4.2541,4,55.000,30.250,-24.750,3.4541,4,54.750,32.000,-22.750,0.8250,4
160,12,ok,53.833,34.111,-20.778,4.1973,3.9245,7.5664,51.000,33.000,-18.000,4.1205,1,55.500,32.000,-24.000,4.1973,8,55.000,37.333,-20.333,3.4556,3
