step,total_bits,status,bary_x,bary_y,bary_z,max_dispersion,avg_dispersion,max_pair_dist,g0_x,g0_y,g0_z,g0_dist_bary,g0_clust_size,g1_x,g1_y,g1_z,g1_dist_bary,g1_clust_size,g2_x,g2_y,g2_z,g2_dist_bary,g2_clust_size
150,12,ok,58.500,18.750,37.750,7.0000,4.6667,13.0000,58.500,12.750,37.750,6.0000,4,58.500,25.750,37.750,7.0000,4,58.500,17.750,37.750,1.0000,4
151,12,ok,59.250,19.250,38.750,7.0000,4.6667,13.0000,59.250,13.250,38.750,6.0000,4,59.250,26.250,38.750,7.0000,4,59.250,18.250,38.750,1.0000,4
152,12,ok,59.500,18.750,39.750,7.0000,4.6667,13.0000,59.500,25.750,39.750,7.0000,4,59.500,12.750,39.750,6.0000,4,59.500,17.750,39.750,1.0000,4
153,12,ok,60.250,19.250,40.750,7.0000,4.6667,13.0000,60.250,18.250,40.750,1.0000,4,60.250,26.250,40.750,7.0000,4,60.250,13.250,40.750,6.0000,4
154,12,ok,60.500,18.750,41.750,7.0000,4.6667,13.0000,60.500,12.750,41.750,6.0000,4,60.500,25.750,41.750,7.0000,4,60.500,17.750,41.750,1.0000,4
155,12,ok,61.261,19.683,42.694,6.5669,4.4116,12.4526,61.200,13.800,43.000,5.8916,5,61.250,26.250,42.750,6.5669,4,61.333,19.000,42.333,0.7762,3
156,12,ok,61.611,22.083,44.028,6.8399,4.6421,10.7594,61.500,15.250,43.750,6.8399,8,62.000,25.000,45.000,3.0989,1,61.333,26.000,43.333,3.9874,3
157,12,ok,62.261,19.683,44.694,6.5669,4.4116,12.4526,62.333,19.000,44.333,0.7762,3,62.250,26.250,44.750,6.5669,4,62.200,13.800,45.000,5.8916,5
158,12,ok,62.500,18.750,45.750,7.0000,4.6667,13.0000,62.500,12.750,45.750,6.0000,4,62.500,25.750,45.750,7.0000,4,62.500,17.750,45.750,1.0000,4
159,12,ok,52.667,20.389,46.667,11.9258,11.5538,10.5000,63.000,15.833,47.000,11.2979,6,32.000,19.000,46.000,11.4376,3,63.000,26.333,47.000,11.9258,3
160,12,ok,42.333,19.667,47.833,11.6297,11.5078,10.5000,32.000,14.500,48.000,11.5542,4,63.000,19.500,47.500,11.3395,6,32.000,25.000,48.000,11.6297,2
